_id,Station_ID,Timestamp,PM2_5,PM10,NO2,AQI,Year,Month
AQ_0502306,ST_004,6/23/2026 11:40,65.79,308.96,15.55,234,2026,June
AQ_0197246,ST_004,1/24/2019 21:30,266.37,240.16,48.06,210,2019,January
AQ_0251934,ST_004,2/19/2023 16:40,61.46,126.22,51.23,111,2023,February
AQ_0135264,ST_004,12/29/2021 13:47,140.82,68.06,66.72,298,2021,December
AQ_0225322,ST_004,5/11/2025 12:16,26.52,350.75,47.99,115,2025,May
AQ_0452578,ST_004,1/21/2021 6:09,171.87,399.24,66.09,112,2021,January
AQ_0179576,ST_004,2/15/2021 21:39,234.96,488.52,26.63,485,2021,February
AQ_0566129,ST_004,4/20/2024 20:43,95.9,28.01,35.99,212,2024,April
AQ_0534450,ST_004,7/29/2022 4:19,302.48,384.67,5.74,267,2022,July
AQ_0444426,ST_004,1/22/2019 6:15,95.51,323.9,17.31,348,2019,January
AQ_0485017,ST_004,12/20/2023 8:46,207.96,68.72,33.05,397,2023,December
AQ_0089975,ST_004,10/19/2025 13:22,335.71,33.18,60.23,166,2025,October
AQ_0171526,ST_004,7/11/2023 11:54,12.59,415.94,62.85,378,2023,July
AQ_0183752,ST_004,3/6/2024 5:16,119.45,261.99,15.17,64,2024,March
AQ_0366370,ST_004,6/16/2026 11:28,296.94,37.68,51.49,57,2026,June
AQ_0091854,ST_004,7/21/2020 23:43,323.37,70.08,24.89,445,2020,July
AQ_0078522,ST_004,11/9/2021 0:12,151.93,430.46,39.72,321,2021,November
AQ_0433715,ST_004,4/17/2019 2:35,239.9,471.98,40.2,262,2019,April
AQ_0136898,ST_004,6/6/2024 7:22,338.94,347.5,28.75,223,2024,June
AQ_0102132,ST_004,1/26/2022 15:37,307.71,91.95,58.64,366,2022,January
AQ_0093601,ST_004,3/4/2024 11:51,139.9,476.18,69.5,355,2024,March
AQ_0151135,ST_004,10/31/2023 0:31,51.22,407.48,14.1,224,2023,October
AQ_0593015,ST_004,7/5/2021 1:38,251.33,270.2,63.93,292,2021,July
AQ_0294709,ST_004,3/19/2023 23:43,338.9,276.25,57.75,169,2023,March
AQ_0537388,ST_004,6/6/2024 2:31,326.5,353.73,7.76,348,2024,June
AQ_0193911,ST_004,11/12/2022 17:56,169.36,270.3,49.79,171,2022,November
AQ_0087545,ST_004,9/23/2020 23:41,63.32,307.55,24.59,342,2020,September
AQ_0046814,ST_004,5/14/2023 8:58,181.38,57.36,57.84,182,2023,May
AQ_0380532,ST_004,11/18/2023 2:08,134.43,226.4,55.57,321,2023,November
AQ_0474656,ST_004,7/3/2022 19:12,321.27,304.32,28.63,367,2022,July
AQ_0376567,ST_004,5/26/2019 1:36,349.39,75.06,43.26,216,2019,May
AQ_0093559,ST_004,5/23/2026 6:23,146.96,371.53,62.3,407,2026,May
AQ_0469877,ST_004,12/14/2025 19:07,52.51,301.38,47.95,155,2025,December
AQ_0193347,ST_004,7/15/2019 23:17,216.2,99.91,59.04,165,2019,July
AQ_0174935,ST_004,10/27/2025 12:03,20.41,236.19,19.33,369,2025,October
AQ_0098569,ST_004,1/5/2023 11:56,338.94,167.12,56.9,69,2023,January
AQ_0314843,ST_004,8/25/2026 9:33,309.57,134.51,28.8,343,2026,August
AQ_0079726,ST_004,6/1/2021 10:26,33.2,429.84,16.98,190,2021,June
AQ_0009124,ST_004,2/13/2023 7:53,335.21,103.06,50.18,144,2023,February
AQ_0164691,ST_004,4/13/2026 19:13,162.55,274.89,17.8,170,2026,April
AQ_0591358,ST_004,1/19/2021 1:31,46.71,480.6,6.53,88,2021,January
AQ_0038216,ST_004,12/8/2021 17:37,247.04,180.12,67.12,197,2021,December
AQ_0190043,ST_004,4/19/2021 3:02,317.27,360.99,49.97,72,2021,April
AQ_0030362,ST_004,8/26/2019 13:33,121.53,491.7,64.8,340,2019,August
AQ_0497950,ST_004,11/15/2023 9:40,57.41,28,62.64,112,2023,November
AQ_0338112,ST_004,7/17/2023 0:50,113.85,305.96,31.08,146,2023,July
AQ_0416258,ST_004,12/19/2026 13:42,100.88,288.2,41.59,344,2026,December
AQ_0577759,ST_004,1/27/2023 21:19,92.21,389.84,44.51,32,2023,January
AQ_0131639,ST_004,12/18/2023 0:26,168.7,394.56,12.64,62,2023,December
AQ_0537225,ST_004,4/23/2024 2:05,56.96,214.49,46.61,491,2024,April
AQ_0404619,ST_004,10/7/2026 23:35,306.42,282.91,55.9,450,2026,October
AQ_0571750,ST_004,3/30/2020 0:53,126.59,495.55,20.71,184,2020,March
AQ_0549631,ST_004,5/2/2020 11:34,294.31,270.31,31.48,246,2020,May
AQ_0081350,ST_004,9/30/2025 12:55,344.76,282.99,40.3,203,2025,September
AQ_0466543,ST_004,9/7/2020 23:15,102.51,32.18,67.42,31,2020,September
AQ_0058067,ST_004,3/16/2020 5:11,291.81,55.02,27.54,301,2020,March
AQ_0542486,ST_004,7/7/2022 7:14,210.05,198.59,9.55,285,2022,July
AQ_0365455,ST_004,3/28/2021 0:39,324.44,21.58,15.74,50,2021,March
AQ_0039287,ST_004,3/9/2020 14:12,222.07,98.9,5.16,158,2020,March
AQ_0057538,ST_004,7/18/2019 21:48,199.63,158.74,16.13,483,2019,July
AQ_0571086,ST_004,11/19/2021 6:48,133.98,56.24,9.25,495,2021,November
AQ_0018712,ST_004,8/4/2020 11:41,74.17,350.32,29.84,160,2020,August
AQ_0495181,ST_004,6/4/2023 2:47,150.31,315.57,11.03,262,2023,June
AQ_0081680,ST_004,6/11/2023 11:35,239.09,287.09,24.49,482,2023,June
AQ_0015609,ST_004,8/20/2020 3:32,98.8,388.46,54.8,50,2020,August
AQ_0275362,ST_004,11/9/2026 11:14,229.15,148.94,35.52,285,2026,November
AQ_0291704,ST_004,1/20/2023 16:52,339.33,281.46,51.93,50,2023,January
AQ_0242928,ST_004,4/4/2025 14:24,81.85,104.92,8.09,35,2025,April
AQ_0599080,ST_004,3/27/2022 14:34,105.95,482.97,28.49,202,2022,March
AQ_0064819,ST_004,11/2/2024 10:20,220.04,95.75,52.32,397,2024,November
AQ_0535785,ST_004,7/27/2026 7:21,252.17,299.73,16.14,368,2026,July
AQ_0409534,ST_004,12/16/2021 16:09,150.69,422.12,8.14,346,2021,December
AQ_0116947,ST_004,3/8/2020 0:43,150.02,422.95,15.97,432,2020,March
AQ_0522031,ST_004,2/26/2025 7:29,97.22,89.62,45.52,209,2025,February
AQ_0212785,ST_004,10/10/2024 18:48,210.45,122.31,5.28,253,2024,October
AQ_0449486,ST_004,5/3/2020 5:04,133.75,102.53,19.37,459,2020,May
AQ_0071345,ST_004,9/21/2024 17:17,13.15,44.8,65.96,391,2024,September
AQ_0077210,ST_004,3/15/2022 5:19,17.96,237.78,50.35,246,2022,March
AQ_0436862,ST_004,5/4/2022 3:23,335.2,173.54,30.23,397,2022,May
AQ_0453269,ST_004,2/19/2025 12:58,162.98,145.24,33.94,378,2025,February
AQ_0499478,ST_004,10/23/2021 4:10,64.79,313.52,5.43,181,2021,October
AQ_0030750,ST_004,12/6/2022 6:11,184.38,300.96,28.64,127,2022,December
AQ_0471138,ST_004,8/13/2026 12:24,39.64,386,11.71,171,2026,August
AQ_0407290,ST_004,5/9/2021 11:40,346.43,162.74,9.81,177,2021,May
AQ_0487327,ST_004,4/9/2024 20:34,226.92,263.3,8.05,346,2024,April
AQ_0121694,ST_004,10/6/2024 0:00,125.64,435.71,12.22,481,2024,October
AQ_0387496,ST_004,12/24/2019 21:51,187.28,488.97,19.26,398,2019,December
AQ_0099619,ST_004,9/23/2024 22:39,279.59,299.49,14.82,266,2024,September
AQ_0404194,ST_004,4/18/2023 6:19,52.74,38.88,50.18,473,2023,April
AQ_0517986,ST_004,1/15/2020 12:21,52.67,476.44,17.78,225,2020,January
AQ_0113880,ST_004,10/5/2022 22:54,116.23,244.94,51.4,234,2022,October
AQ_0134263,ST_004,10/15/2019 18:59,270.7,162.54,22.46,445,2019,October
AQ_0364013,ST_004,11/19/2020 17:54,204.05,301.97,68.42,465,2020,November
AQ_0076229,ST_004,10/9/2026 18:04,162.53,153.27,24.49,159,2026,October
AQ_0151741,ST_004,4/30/2022 1:39,174.35,201.45,59.37,149,2022,April
AQ_0104684,ST_004,10/30/2024 21:55,293.93,173.06,9.8,272,2024,October
AQ_0065388,ST_004,3/15/2023 13:42,299.99,289.78,9.23,359,2023,March
AQ_0596499,ST_004,3/29/2021 16:25,261.66,246.2,63.77,108,2021,March
AQ_0487398,ST_004,11/3/2021 15:05,70.79,100.45,62.07,334,2021,November
AQ_0363138,ST_004,1/19/2023 10:01,303.09,429.19,58.72,220,2023,January
AQ_0439499,ST_004,3/5/2023 10:14,151.75,127.57,50.19,472,2023,March
AQ_0058178,ST_004,6/22/2023 23:17,152.79,404.58,41.39,218,2023,June
AQ_0298083,ST_004,2/1/2022 13:41,324.51,265.08,56.79,78,2022,February
AQ_0112796,ST_004,8/29/2023 14:51,232.13,77.44,8.78,115,2023,August
AQ_0239152,ST_004,4/6/2023 19:14,47.03,226.57,58.37,243,2023,April
AQ_0104149,ST_004,5/23/2024 12:45,334.66,122.04,14.89,301,2024,May
AQ_0504253,ST_004,1/9/2019 11:21,82.97,445.12,20.92,82,2019,January
AQ_0187284,ST_004,6/13/2026 17:20,69.74,482.51,14.45,150,2026,June
AQ_0365566,ST_004,11/26/2019 1:14,184.44,239.13,60.77,35,2019,November
AQ_0432786,ST_004,7/10/2025 21:51,134.7,21.57,29.78,70,2025,July
AQ_0034732,ST_004,3/16/2026 1:51,298.31,340.19,53.17,289,2026,March
AQ_0166085,ST_004,12/21/2026 7:37,53.91,370.57,20.34,82,2026,December
AQ_0567949,ST_004,2/10/2025 0:39,148.76,77.56,50.35,88,2025,February
AQ_0579400,ST_004,10/29/2020 19:04,122.95,139.42,11.64,283,2020,October
AQ_0423050,ST_004,9/12/2024 0:07,52.81,122.52,49.67,57,2024,September
AQ_0449852,ST_004,8/28/2019 22:50,266.11,444.61,12.68,117,2019,August
AQ_0247839,ST_004,4/14/2026 10:35,123.85,480.08,27.37,30,2026,April
AQ_0338017,ST_004,5/22/2022 9:35,115.96,52.73,35.13,497,2022,May
AQ_0319475,ST_004,11/12/2023 18:20,93.62,288.88,52.04,173,2023,November
AQ_0598115,ST_004,11/29/2019 17:43,231.55,23.34,42.29,327,2019,November
AQ_0340347,ST_004,9/16/2022 12:23,204.53,151.77,47.54,404,2022,September
AQ_0258412,ST_004,5/11/2026 22:31,316.97,37.21,44.23,308,2026,May
AQ_0489668,ST_004,11/26/2024 4:53,89.59,262.43,26.38,272,2024,November
AQ_0326817,ST_004,6/26/2026 17:58,57.97,426.36,55.45,26,2026,June
AQ_0011781,ST_004,1/17/2019 5:02,346.74,419.34,54.69,191,2019,January
AQ_0001934,ST_004,5/7/2025 12:16,69.54,314.4,27.31,484,2025,May
AQ_0205290,ST_004,9/12/2025 14:27,262.25,481.1,43.5,494,2025,September
AQ_0117457,ST_004,8/28/2024 21:00,20.35,481.76,42.03,289,2024,August
AQ_0532979,ST_004,7/17/2020 11:27,182.66,241.38,36.19,409,2020,July
AQ_0000943,ST_004,3/31/2020 13:15,143.25,219.32,54.8,35,2020,March
AQ_0089669,ST_004,11/8/2025 15:46,259.06,365.52,55.87,168,2025,November
AQ_0364434,ST_004,6/5/2024 14:50,84.4,239.22,40.11,132,2024,June
AQ_0218273,ST_004,3/5/2023 4:44,85.54,387.17,27.2,401,2023,March
AQ_0078044,ST_004,2/21/2023 16:37,10.67,245.67,20.4,253,2023,February
AQ_0002514,ST_004,7/20/2020 22:05,248.98,381.42,60.43,248,2020,July
AQ_0224865,ST_004,5/14/2026 19:47,27.8,156.46,19.46,334,2026,May
AQ_0078171,ST_004,6/14/2025 23:10,26.8,360.85,12.68,343,2025,June
AQ_0219087,ST_004,4/27/2023 5:15,226.89,359.87,14.15,457,2023,April
AQ_0537812,ST_004,8/10/2023 5:37,57.16,362.5,30.13,380,2023,August
AQ_0090643,ST_004,9/23/2026 18:24,123.76,245.21,58.52,68,2026,September
AQ_0283311,ST_004,1/13/2019 15:09,47.09,45.67,63.8,266,2019,January
AQ_0270260,ST_004,3/14/2019 7:35,133,306.74,43.97,51,2019,March
AQ_0163919,ST_004,10/30/2021 12:40,95.79,263.94,49.41,137,2021,October
AQ_0071473,ST_004,9/6/2026 18:31,238.41,454.75,42.5,176,2026,September
AQ_0463203,ST_004,8/12/2023 11:42,59.23,441.11,41,162,2023,August
AQ_0569342,ST_004,9/6/2023 4:38,333.84,150.56,65.37,411,2023,September
AQ_0583376,ST_004,2/3/2025 10:58,329.37,343.76,53.97,120,2025,February
AQ_0206580,ST_004,12/16/2019 3:51,340.06,38.34,37.78,38,2019,December
AQ_0023108,ST_004,5/21/2026 8:30,81.57,45.4,62.49,377,2026,May
AQ_0411197,ST_004,11/7/2021 0:54,279.1,365.24,65.24,261,2021,November
AQ_0267546,ST_004,5/29/2022 6:45,305.55,153.6,62,434,2022,May
AQ_0598920,ST_004,4/30/2022 10:28,177.45,413.75,24.3,346,2022,April
AQ_0205938,ST_004,10/7/2025 3:17,28.44,23.57,39.24,82,2025,October
AQ_0592347,ST_004,10/18/2025 22:03,34.84,340.34,57.24,172,2025,October
AQ_0570782,ST_004,6/18/2020 18:43,170.86,330.28,10.62,373,2020,June
AQ_0302217,ST_004,5/27/2023 1:57,305.69,58.4,10.57,129,2023,May
AQ_0041134,ST_004,5/23/2021 20:52,273.39,434.08,14.69,214,2021,May
AQ_0000481,ST_004,11/7/2019 12:54,209.13,399.08,47.97,466,2019,November
AQ_0552346,ST_004,8/22/2022 10:14,214.91,142.14,18.49,432,2022,August
AQ_0577047,ST_004,12/3/2026 17:48,134.24,88.01,40.67,497,2026,December
AQ_0459357,ST_004,11/22/2022 18:38,283.61,324.93,14.65,68,2022,November
AQ_0405071,ST_004,11/30/2019 4:17,88.93,304.27,40.02,356,2019,November
AQ_0274512,ST_004,1/10/2019 12:36,255.11,448.61,45.07,127,2019,January
AQ_0375608,ST_004,8/15/2022 7:24,54.07,401.72,64.65,441,2022,August
AQ_0246514,ST_004,2/20/2026 11:58,319.73,364.07,13.72,447,2026,February
AQ_0439199,ST_004,1/10/2025 20:12,285.42,86.76,29.59,274,2025,January
AQ_0556711,ST_004,5/14/2023 20:01,322.58,107.6,44.25,183,2023,May
AQ_0160998,ST_004,11/27/2020 0:47,271.23,273.02,47.74,119,2020,November
AQ_0466617,ST_004,5/20/2022 5:22,38.76,73.9,38.64,477,2022,May
AQ_0466380,ST_004,2/11/2020 0:09,176.73,187.18,46.49,251,2020,February
AQ_0550435,ST_004,6/29/2022 20:40,330.89,495.06,44.52,323,2022,June
AQ_0341555,ST_004,6/23/2024 9:14,160.89,398.29,56.76,58,2024,June
AQ_0529473,ST_004,8/7/2025 16:01,145.06,261.76,17.51,370,2025,August
AQ_0250764,ST_004,1/3/2020 14:57,72.96,78.43,69.41,421,2020,January
AQ_0174021,ST_004,8/17/2021 23:33,202.8,443.69,12.98,429,2021,August
AQ_0379485,ST_004,2/20/2025 16:38,33.47,496.34,42.86,106,2025,February
AQ_0034215,ST_004,7/13/2019 4:58,55.73,409.63,60.15,262,2019,July
AQ_0117698,ST_004,12/22/2025 4:47,261.4,218.33,22.76,47,2025,December
AQ_0522747,ST_004,11/22/2020 13:16,332.85,162.8,35.6,174,2020,November
AQ_0164595,ST_004,5/2/2025 2:36,312.81,319.29,9.66,122,2025,May
AQ_0053800,ST_004,5/29/2021 21:33,332.78,314.82,31.12,295,2021,May
AQ_0176518,ST_004,2/21/2023 6:15,79.29,491.85,9.31,373,2023,February
AQ_0068171,ST_004,3/5/2024 15:00,226.55,219.03,5.5,489,2024,March
AQ_0291842,ST_004,12/30/2025 18:46,118.47,173.77,25.06,63,2025,December
AQ_0519881,ST_004,11/27/2026 13:51,294.64,333.42,68.4,115,2026,November
AQ_0319437,ST_004,8/14/2020 11:58,188.52,148.52,13.85,321,2020,August
AQ_0161067,ST_004,9/22/2021 10:19,293.04,358.33,54.87,217,2021,September
AQ_0425769,ST_004,4/7/2025 5:28,42.44,496.36,67.01,412,2025,April
AQ_0015976,ST_004,1/23/2020 15:06,181.35,328.04,17.03,100,2020,January
AQ_0118692,ST_004,11/12/2019 1:20,277.56,326.1,13.79,51,2019,November
AQ_0123186,ST_004,12/26/2019 20:34,95.35,153.75,55.64,428,2019,December
AQ_0259537,ST_004,6/27/2021 18:21,143.15,438.35,35,440,2021,June
AQ_0567725,ST_004,12/13/2024 10:55,349,37.49,16.27,66,2024,December
AQ_0267605,ST_004,5/14/2025 21:48,38.35,242.92,19.51,193,2025,May
