Station_ID,Timestamp,Year,Month,Avg_Hourly_Traffic_Vol,Congestion_Index,Heavy_Vehicle_Count
ST_004,2021-08-30 02:18:30,2021,August,1361,2.7,152
ST_004,2020-08-04 18:21:16,2020,August,577,1.3,158
ST_004,2026-03-28 09:16:32,2026,March,1431,3.3,57
ST_004,2026-07-17 02:03:43,2026,July,620,3.6,98
ST_004,2023-04-17 20:19:54,2023,April,1112,2.4,130
ST_004,2023-05-24 10:55:16,2023,May,1053,1.2,58
ST_004,2019-09-01 07:52:54,2019,September,598,4.4,124
ST_004,2022-04-30 10:28:42,2022,April,707,1.1,188
ST_004,2019-08-24 04:50:11,2019,August,517,1.8,18
ST_004,2023-11-12 05:25:55,2023,November,954,1.1,193
ST_004,2023-03-19 03:19:18,2023,March,245,4.6,67
ST_004,2019-04-22 05:52:11,2019,April,102,4.5,127
ST_004,2024-05-09 06:36:51,2024,May,739,3.0,53
ST_004,2019-11-07 12:54:52,2019,November,1173,4.4,143
ST_004,2024-10-26 22:55:27,2024,October,736,4.5,148
ST_004,2024-07-09 07:00:33,2024,July,430,1.6,154
ST_004,2022-02-06 09:25:43,2022,February,105,2.5,152
ST_004,2022-05-13 22:56:20,2022,May,577,4.0,89
ST_004,2020-11-22 11:17:01,2020,November,1399,2.0,155
ST_004,2024-02-08 21:45:09,2024,February,1280,1.1,98
ST_004,2021-08-13 04:39:14,2021,August,619,2.5,147
ST_004,2022-11-30 06:18:57,2022,November,1358,2.3,196
ST_004,2022-09-29 03:50:51,2022,September,617,4.5,79
ST_004,2019-11-20 20:02:10,2019,November,468,1.5,14
ST_004,2024-05-16 22:31:00,2024,May,595,1.2,53
ST_004,2021-02-15 14:08:03,2021,February,1000,1.7,62
ST_004,2022-03-01 00:07:06,2022,March,479,2.4,116
ST_004,2023-09-03 12:25:25,2023,September,237,4.7,103
ST_004,2019-07-20 13:26:51,2019,July,1415,4.6,73
ST_004,2024-12-19 07:00:08,2024,December,1379,2.0,89
ST_004,2025-08-31 04:55:42,2025,August,673,4.0,199
ST_004,2022-10-25 20:10:56,2022,October,183,1.8,39
ST_004,2020-03-04 19:06:04,2020,March,931,4.0,38
ST_004,2024-11-08 04:57:26,2024,November,1382,3.6,55
ST_004,2026-12-21 09:53:30,2026,December,496,4.8,127
ST_004,2025-04-02 23:54:40,2025,April,566,2.4,93
ST_004,2019-05-16 07:26:34,2019,May,1239,1.9,192
ST_004,2024-10-14 00:22:43,2024,October,231,1.4,119
ST_004,2023-05-07 02:42:12,2023,May,1349,1.4,103
ST_004,2022-09-04 11:56:10,2022,September,811,4.8,81
ST_004,2019-11-01 11:35:06,2019,November,915,2.0,168
ST_004,2023-10-31 12:21:42,2023,October,884,2.7,103
ST_004,2020-11-27 00:47:50,2020,November,643,1.1,111
ST_004,2019-02-07 15:16:59,2019,February,427,2.5,34
ST_004,2022-09-04 03:12:44,2022,September,413,1.2,154
ST_004,2023-08-29 20:09:14,2023,August,1078,1.8,164
ST_004,2020-07-22 23:38:57,2020,July,1382,1.1,88
ST_004,2019-09-18 20:09:18,2019,September,616,1.2,100
ST_004,2024-05-30 12:37:02,2024,May,886,1.8,96
ST_004,2020-04-05 06:11:42,2020,April,1429,1.6,74
ST_004,2019-05-18 14:28:17,2019,May,603,4.1,13
ST_004,2024-06-03 13:43:11,2024,June,676,3.7,195
ST_004,2024-06-04 12:47:52,2024,June,599,3.6,175
ST_004,2025-06-16 01:29:27,2025,June,1025,1.9,77
ST_004,2022-03-15 05:22:39,2022,March,848,4.9,46
ST_004,2024-01-24 17:26:11,2024,January,497,3.0,165
ST_004,2023-05-11 01:19:44,2023,May,1259,1.6,91
ST_004,2021-12-27 18:01:44,2021,December,941,1.7,46
ST_004,2022-04-22 18:25:34,2022,April,908,2.3,86
ST_004,2025-04-02 07:02:09,2025,April,1371,1.4,172
ST_004,2023-07-07 12:13:23,2023,July,222,2.1,83
ST_004,2025-04-16 03:34:45,2025,April,610,4.0,64
ST_004,2023-10-18 06:13:21,2023,October,1086,4.6,183
ST_004,2021-11-09 13:55:21,2021,November,978,1.4,171
ST_004,2020-06-16 21:21:09,2020,June,761,4.9,60
ST_004,2023-06-14 09:17:18,2023,June,1027,4.2,37
ST_004,2024-07-23 03:12:04,2024,July,1101,4.5,137
ST_004,2026-02-13 02:59:31,2026,February,1018,2.4,152
ST_004,2020-11-15 05:53:31,2020,November,1095,4.2,123
ST_004,2023-05-29 12:57:49,2023,May,270,1.7,63
ST_004,2020-08-26 01:37:06,2020,August,822,4.2,73
ST_004,2020-05-09 23:22:30,2020,May,711,5.0,160
ST_004,2026-10-03 20:41:33,2026,October,1313,2.2,76
ST_004,2023-04-02 17:11:05,2023,April,1285,3.6,115
ST_004,2019-03-12 05:48:32,2019,March,869,2.8,175
ST_004,2024-08-07 06:58:43,2024,August,675,4.4,60
ST_004,2021-12-07 06:14:51,2021,December,208,2.3,149
ST_004,2024-05-09 09:54:28,2024,May,448,4.7,175
ST_004,2022-06-05 06:00:16,2022,June,689,1.4,117
ST_004,2024-05-12 21:06:12,2024,May,1462,3.6,162
ST_004,2023-05-11 08:46:25,2023,May,1302,4.5,127
ST_004,2020-11-14 03:04:06,2020,November,1114,1.7,173
ST_004,2021-08-12 02:39:45,2021,August,1186,4.1,107
ST_004,2024-01-08 01:32:31,2024,January,387,1.3,138
ST_004,2019-01-09 16:04:29,2019,January,863,2.3,144
ST_004,2024-02-29 14:23:54,2024,February,342,2.0,128
ST_004,2019-07-17 16:40:48,2019,July,710,3.7,18
ST_004,2024-11-24 03:40:10,2024,November,918,2.0,108
ST_004,2026-06-23 02:01:07,2026,June,895,4.1,77
ST_004,2026-10-13 22:35:24,2026,October,804,3.6,42
ST_004,2026-04-06 07:54:08,2026,April,1475,3.3,103
ST_004,2023-05-25 16:34:03,2023,May,804,2.5,24
ST_004,2023-01-14 11:02:27,2023,January,868,2.0,27
ST_004,2020-05-10 02:08:33,2020,May,578,3.5,112
ST_004,2023-03-20 19:34:54,2023,March,118,1.3,66
ST_004,2026-12-05 07:15:45,2026,December,290,4.0,157
ST_004,2026-07-14 00:04:09,2026,July,665,2.4,129
ST_004,2021-09-26 00:48:44,2021,September,710,2.0,150
ST_004,2026-03-09 11:45:07,2026,March,700,2.8,142
ST_004,2021-04-05 05:10:29,2021,April,208,3.2,157
ST_004,2025-07-13 12:16:38,2025,July,334,3.5,88
ST_004,2025-02-07 08:19:17,2025,February,1104,4.8,121
ST_004,2019-06-20 00:30:17,2019,June,1301,2.0,194
ST_004,2019-04-28 02:45:47,2019,April,1180,3.8,121
ST_004,2024-09-03 21:37:50,2024,September,123,4.4,163
ST_004,2021-09-27 12:11:18,2021,September,473,1.2,152
ST_004,2021-11-05 21:38:20,2021,November,1019,5.0,84
ST_004,2022-06-17 06:57:26,2022,June,362,4.5,52
ST_004,2023-02-20 17:40:52,2023,February,734,4.6,85
ST_004,2021-09-19 17:28:32,2021,September,491,2.0,166
ST_004,2021-08-01 09:51:48,2021,August,756,1.2,173
ST_004,2020-04-17 08:18:51,2020,April,1437,2.4,35
ST_004,2026-10-18 14:11:40,2026,October,1101,2.4,190
ST_004,2026-10-28 19:21:21,2026,October,811,3.1,156
ST_004,2024-09-08 02:18:55,2024,September,306,2.4,137
ST_004,2023-01-12 04:59:47,2023,January,170,4.3,38
ST_004,2020-09-04 23:16:04,2020,September,289,2.0,105
ST_004,2019-10-25 03:10:16,2019,October,772,2.8,57
ST_004,2022-06-29 18:00:30,2022,June,1425,3.4,106
ST_004,2026-02-14 19:21:46,2026,February,737,1.9,121
ST_004,2024-03-10 13:25:04,2024,March,551,2.9,57
ST_004,2024-03-08 09:24:35,2024,March,277,2.7,23
ST_004,2019-12-30 06:42:50,2019,December,1299,1.6,178
ST_004,2020-11-01 02:44:09,2020,November,315,3.3,88
ST_004,2022-06-29 21:45:12,2022,June,1023,3.7,116
ST_004,2026-01-13 18:30:14,2026,January,1064,1.1,17
ST_004,2020-12-09 09:31:36,2020,December,696,1.3,134
ST_004,2021-06-29 19:30:34,2021,June,1384,4.3,196
ST_004,2023-01-20 12:25:21,2023,January,399,4.8,69
ST_004,2025-07-05 14:58:58,2025,July,1208,4.8,173
ST_004,2026-10-01 10:09:20,2026,October,813,4.6,161
ST_004,2020-03-08 14:13:07,2020,March,1139,3.0,122
ST_004,2023-09-25 14:24:51,2023,September,801,2.2,118
ST_004,2022-10-24 21:25:28,2022,October,857,1.4,79
ST_004,2026-10-17 04:14:56,2026,October,1227,1.7,75
ST_004,2019-06-12 23:16:51,2019,June,1319,4.9,50
ST_004,2024-10-20 03:09:03,2024,October,127,3.6,33
ST_004,2020-03-20 14:34:43,2020,March,708,1.5,134
ST_004,2021-04-21 03:15:50,2021,April,136,1.8,151
ST_004,2025-05-13 09:37:26,2025,May,1366,3.9,14
ST_004,2025-12-05 12:58:08,2025,December,1084,2.6,28
ST_004,2021-06-09 00:42:50,2021,June,968,2.7,155
ST_004,2022-02-20 17:31:12,2022,February,490,2.7,41
ST_004,2024-12-10 04:02:05,2024,December,872,3.2,174
ST_004,2026-01-13 16:33:34,2026,January,779,4.3,138
ST_004,2026-10-26 18:54:49,2026,October,1432,3.9,143
ST_004,2025-12-17 21:05:49,2025,December,1286,2.5,22
ST_004,2026-09-03 21:10:00,2026,September,1006,4.3,24
ST_004,2022-11-29 16:54:58,2022,November,258,4.9,180
ST_004,2019-02-15 15:42:05,2019,February,1056,2.2,95
ST_004,2019-05-31 03:01:04,2019,May,1195,1.1,181
ST_004,2022-06-04 05:47:39,2022,June,768,3.3,61
ST_004,2023-03-05 22:17:18,2023,March,1254,1.3,11
ST_004,2021-01-08 22:20:24,2021,January,620,4.9,190
ST_004,2019-10-24 14:08:07,2019,October,1124,4.1,151
ST_004,2026-04-19 20:27:40,2026,April,997,1.3,100
ST_004,2020-02-18 09:46:23,2020,February,766,4.5,66
ST_004,2020-02-11 01:07:59,2020,February,1307,4.5,106
ST_004,2026-07-15 14:26:03,2026,July,827,3.6,130
ST_004,2019-06-26 16:51:12,2019,June,341,2.0,123
ST_004,2020-02-02 03:20:47,2020,February,488,4.3,151
ST_004,2023-09-07 12:07:44,2023,September,248,2.4,101
ST_004,2021-02-09 15:28:32,2021,February,1269,3.0,61
ST_004,2023-01-11 10:40:39,2023,January,203,3.4,51
ST_004,2024-03-24 23:49:24,2024,March,1430,4.3,28
ST_004,2023-11-09 21:00:48,2023,November,682,2.9,125
ST_004,2020-06-07 05:36:24,2020,June,736,2.4,144
