_id,Station_ID,Timestamp,Temperature_C,Humidity_Pct,Wind_Speed_Kph,Visibility_Km
WX_0147877,ST_004,2023-01-13 05:02:09,24.3,56.3,15.5,8.5
WX_0340975,ST_004,2025-10-29 05:55:54,30.4,74.1,24.0,14.5
WX_0118643,ST_004,2023-08-29 20:09:14,31.4,52.5,13.2,9.2
WX_0379829,ST_004,2022-02-15 23:09:05,13.8,85.6,5.3,11.1
WX_0115168,ST_004,2019-12-03 00:51:01,18.4,98.5,5.3,11.9
WX_0424624,ST_004,2021-04-05 05:10:29,28.4,52.8,13.2,13.8
WX_0079256,ST_004,2023-05-09 04:50:23,29.5,12.3,14.7,10.3
WX_0501711,ST_004,2023-09-21 21:37:27,29.8,42.4,12.0,3.6
WX_0030163,ST_004,2026-09-01 09:35:29,23.0,70.2,14.0,10.3
WX_0381178,ST_004,2020-08-18 19:30:34,20.7,97.9,5.5,7.4
WX_0316255,ST_004,2020-06-22 13:09:33,36.9,13.4,21.5,10.6
WX_0388495,ST_004,2021-09-22 07:17:18,11.1,75.0,7.3,1.2
WX_0061646,ST_004,2026-01-19 01:36:12,37.5,60.5,26.5,14.1
WX_0361487,ST_004,2025-04-25 06:04:26,35.2,16.0,2.1,12.5
WX_0564098,ST_004,2019-01-07 14:28:31,7.8,19.3,7.5,1.4
WX_0591043,ST_004,2022-03-26 12:25:54,7.9,77.0,10.8,0.4
WX_0189814,ST_004,2024-04-26 17:05:38,28.9,53.7,19.3,3.7
WX_0407108,ST_004,2020-01-16 12:18:58,13.5,35.5,0.5,10.7
WX_0429772,ST_004,2022-12-21 14:01:42,26.8,58.4,11.7,1.9
WX_0340035,ST_004,2023-05-16 16:21:23,6.5,48.1,25.5,2.2
WX_0190665,ST_004,2026-07-20 09:39:49,14.7,61.1,4.0,9.3
WX_0396182,ST_004,2023-09-06 19:33:23,23.0,31.9,9.9,6.4
WX_0055658,ST_004,2025-10-23 10:41:40,17.4,19.2,13.1,3.3
WX_0160124,ST_004,2020-01-24 04:17:17,15.3,91.6,22.4,6.9
WX_0305090,ST_004,2026-04-14 16:19:10,15.1,19.0,12.8,3.6
WX_0348034,ST_004,2020-04-05 13:27:56,36.2,23.9,9.7,1.3
WX_0418157,ST_004,2025-06-23 08:10:21,26.0,48.7,13.1,3.7
WX_0064100,ST_004,2021-06-16 20:06:03,39.4,84.0,22.6,12.7
WX_0077070,ST_004,2026-02-11 07:08:58,16.8,69.4,29.1,7.9
WX_0223625,ST_004,2021-02-17 21:42:45,8.5,88.0,13.0,8.2
WX_0152207,ST_004,2022-12-03 08:28:16,8.7,59.9,22.4,9.9
WX_0385906,ST_004,2025-10-22 01:10:51,20.6,48.3,20.8,4.3
WX_0575269,ST_004,2024-08-29 02:04:39,4.0,98.8,19.9,11.7
WX_0251406,ST_004,2022-09-02 21:52:10,25.7,52.0,5.1,2.8
WX_0210887,ST_004,2022-01-03 21:58:23,34.2,21.5,19.7,12.0
WX_0092862,ST_004,2019-07-01 15:17:30,15.7,58.3,6.2,10.9
WX_0513819,ST_004,2025-11-06 21:18:25,6.2,77.1,21.1,1.3
WX_0474102,ST_004,2019-04-30 02:04:23,10.4,65.4,29.4,14.8
WX_0301405,ST_004,2021-06-09 02:14:35,19.2,81.3,0.1,14.2
WX_0112269,ST_004,2019-09-07 23:12:08,6.1,34.9,27.1,0.9
WX_0305786,ST_004,2025-05-06 09:56:02,2.3,36.4,12.1,1.2
WX_0556337,ST_004,2026-02-28 05:28:46,33.2,63.1,26.1,12.1
WX_0576296,ST_004,2023-06-21 23:01:31,12.4,37.9,23.1,10.4
WX_0298830,ST_004,2025-04-19 14:17:16,31.4,34.3,20.0,11.5
WX_0489466,ST_004,2025-02-27 00:51:31,17.6,83.3,26.5,2.1
WX_0021195,ST_004,2026-08-19 18:23:25,20.2,58.3,21.8,8.4
WX_0236134,ST_004,2025-09-13 23:44:27,38.7,29.7,12.5,10.0
WX_0143781,ST_004,2024-11-25 08:10:35,5.8,43.8,18.6,0.6
WX_0275983,ST_004,2022-05-18 15:08:12,22.2,85.9,21.5,11.5
WX_0452858,ST_004,2025-02-23 21:37:59,18.5,62.6,15.6,5.9
WX_0011674,ST_004,2025-09-02 11:51:27,8.2,25.9,4.3,5.5
WX_0413239,ST_004,2019-09-02 07:43:57,16.3,65.1,29.2,12.4
WX_0553201,ST_004,2019-03-22 12:04:30,25.7,98.4,28.5,14.1
WX_0121929,ST_004,2023-08-01 07:49:53,12.0,34.4,11.2,8.3
WX_0577933,ST_004,2020-12-14 21:10:36,8.6,43.0,8.4,9.5
WX_0017823,ST_004,2022-08-30 00:04:43,21.1,15.1,23.9,5.1
WX_0402071,ST_004,2019-05-22 06:30:49,24.8,16.6,14.0,3.3
WX_0160177,ST_004,2022-04-02 04:54:59,17.0,80.7,18.2,10.6
WX_0259781,ST_004,2023-07-28 09:41:07,24.3,78.4,15.5,11.7
WX_0425769,ST_004,2025-04-07 05:28:02,8.0,49.1,28.3,1.6
WX_0420012,ST_004,2023-12-23 13:06:21,10.3,37.9,1.2,14.6
WX_0036241,ST_004,2023-09-29 03:49:31,17.3,96.4,25.8,5.9
WX_0032498,ST_004,2026-09-10 03:37:51,17.4,55.7,17.6,4.3
WX_0385867,ST_004,2023-07-26 14:21:59,18.6,60.8,7.6,2.1
WX_0107009,ST_004,2023-05-26 15:01:17,2.4,97.0,3.3,1.0
WX_0572035,ST_004,2026-06-26 01:29:31,14.5,83.3,10.9,2.4
WX_0416924,ST_004,2020-10-18 08:12:15,9.5,15.3,20.2,8.6
WX_0424659,ST_004,2026-10-21 19:48:19,34.4,83.4,26.2,8.6
WX_0183772,ST_004,2026-01-10 02:18:23,39.4,52.8,27.7,5.2
WX_0088637,ST_004,2020-04-07 07:26:29,37.8,71.7,16.4,11.1
WX_0064147,ST_004,2021-05-09 16:54:18,31.6,82.8,17.2,0.2
WX_0495465,ST_004,2024-08-22 19:39:59,5.4,12.0,3.7,9.2
WX_0241340,ST_004,2024-10-25 14:39:46,20.3,75.9,10.5,12.1
WX_0002514,ST_004,2020-07-20 22:05:25,24.6,13.9,9.8,2.7
WX_0314582,ST_004,2025-09-13 04:23:32,5.6,60.0,0.9,3.7
WX_0551628,ST_004,2026-07-29 17:24:19,27.6,96.9,29.3,3.3
WX_0110521,ST_004,2020-10-18 15:46:56,17.8,95.5,20.3,5.2
WX_0373398,ST_004,2019-10-23 04:44:20,27.8,44.3,22.8,11.4
WX_0028942,ST_004,2024-05-27 08:58:52,26.0,20.2,12.4,6.5
WX_0240882,ST_004,2026-12-29 11:04:00,13.3,26.1,0.6,6.2
WX_0062179,ST_004,2026-09-10 09:01:37,34.3,88.0,20.1,11.0
WX_0125457,ST_004,2022-03-05 11:55:39,36.4,58.0,18.8,6.0
WX_0541859,ST_004,2022-11-08 08:24:56,35.9,48.9,1.2,4.2
WX_0555896,ST_004,2020-04-02 04:59:45,20.5,34.3,5.8,6.6
WX_0107716,ST_004,2026-08-23 15:48:22,18.3,10.5,21.6,0.9
WX_0255084,ST_004,2020-01-28 22:44:02,38.9,24.4,22.6,6.6
WX_0096363,ST_004,2025-03-16 18:04:01,24.7,10.3,22.3,4.3
WX_0514474,ST_004,2020-03-03 13:25:49,6.9,91.6,23.1,2.3
WX_0486163,ST_004,2022-06-09 08:12:47,16.8,48.7,12.9,10.6
WX_0433245,ST_004,2020-06-07 07:59:15,19.9,27.7,18.9,10.0
WX_0474384,ST_004,2022-07-27 09:31:07,31.8,50.4,2.0,1.0
WX_0262124,ST_004,2026-09-02 04:50:24,25.9,42.2,12.7,4.6
WX_0089193,ST_004,2022-07-29 02:39:07,5.2,88.4,9.1,10.3
WX_0023824,ST_004,2020-11-25 08:59:40,2.7,37.2,4.6,1.8
WX_0050170,ST_004,2021-12-13 16:40:39,39.9,77.0,2.2,7.4
WX_0024740,ST_004,2025-02-04 09:51:31,8.5,15.4,19.2,12.7
WX_0420938,ST_004,2025-06-18 20:53:24,19.7,45.9,12.8,12.1
WX_0580693,ST_004,2022-10-20 20:01:50,21.2,11.9,9.4,12.7
WX_0086916,ST_004,2024-10-15 10:44:31,26.9,22.7,18.3,1.9
WX_0054318,ST_004,2025-05-04 17:19:38,27.9,70.3,13.1,6.4
WX_0023039,ST_004,2019-08-27 22:21:06,8.1,92.9,12.2,1.4
WX_0532987,ST_004,2024-07-23 05:31:03,18.2,65.3,16.3,6.3
WX_0470357,ST_004,2026-06-05 00:15:27,12.9,13.3,15.0,1.4
WX_0390640,ST_004,2019-03-21 00:21:57,9.7,55.4,14.4,0.2
WX_0199710,ST_004,2021-08-24 09:32:22,30.2,38.2,15.2,14.7
WX_0404761,ST_004,2026-06-09 18:16:49,33.2,75.7,25.8,7.3
WX_0503160,ST_004,2021-11-24 19:52:33,22.8,93.3,10.9,10.2
WX_0558682,ST_004,2019-02-20 05:07:12,8.8,12.5,7.1,3.3
WX_0207030,ST_004,2022-02-21 12:47:36,30.4,96.4,16.2,9.5
WX_0396670,ST_004,2019-01-29 00:44:21,10.9,49.3,4.3,8.7
WX_0591779,ST_004,2021-12-15 20:21:03,27.0,49.1,0.4,1.7
WX_0367189,ST_004,2021-01-16 12:50:36,3.3,17.6,23.3,13.5
WX_0432922,ST_004,2022-02-24 16:50:52,33.0,46.6,18.8,10.6
WX_0338064,ST_004,2019-06-12 17:55:34,23.1,30.4,22.0,7.9
WX_0316128,ST_004,2023-02-18 04:46:27,24.0,19.6,7.7,9.5
WX_0431318,ST_004,2024-06-19 20:27:04,9.7,87.9,23.1,12.4
WX_0094630,ST_004,2021-02-05 11:02:44,37.3,34.2,3.3,12.8
WX_0430834,ST_004,2022-08-24 09:01:05,36.4,93.4,29.9,1.6
WX_0461379,ST_004,2023-09-08 19:33:08,19.9,66.7,24.7,0.9
WX_0420904,ST_004,2021-05-29 20:11:46,36.3,53.6,15.2,4.3
WX_0290804,ST_004,2026-07-31 19:34:35,4.9,31.3,13.8,6.2
WX_0443195,ST_004,2024-01-04 05:29:16,4.9,86.9,27.5,9.9
WX_0073846,ST_004,2020-03-09 09:55:20,13.9,12.7,16.8,0.3
WX_0128067,ST_004,2026-12-03 05:35:06,35.5,39.9,22.5,6.6
WX_0123019,ST_004,2025-06-27 23:14:31,23.6,44.6,7.7,0.8
WX_0096923,ST_004,2020-12-29 09:56:36,2.2,55.5,5.8,10.1
WX_0363845,ST_004,2025-05-16 05:27:55,14.1,55.7,25.3,9.0
WX_0168121,ST_004,2022-12-27 14:33:30,5.5,50.6,20.7,1.4
WX_0202736,ST_004,2019-11-24 13:17:59,4.6,48.2,29.8,10.2
WX_0279637,ST_004,2023-08-17 21:25:25,8.3,69.0,28.6,8.6
WX_0585443,ST_004,2024-04-20 19:17:07,13.7,43.8,23.6,14.8
WX_0377499,ST_004,2022-08-22 08:53:14,32.3,82.8,11.6,9.0
WX_0158078,ST_004,2026-01-24 17:33:32,38.5,88.3,13.3,3.1
WX_0409254,ST_004,2020-09-04 19:15:18,31.7,48.3,8.3,7.6
WX_0241678,ST_004,2025-04-14 06:52:42,22.1,70.7,0.7,13.2
WX_0325328,ST_004,2020-08-26 10:39:02,17.7,32.1,1.5,14.0
WX_0461447,ST_004,2025-01-27 03:37:46,26.1,42.3,7.6,6.2
WX_0001934,ST_004,2025-05-07 12:16:23,16.6,92.2,10.6,9.7
WX_0011719,ST_004,2021-05-26 19:21:00,15.1,63.9,0.4,10.4
WX_0479444,ST_004,2019-08-17 00:44:27,33.7,22.3,21.7,10.4
WX_0415739,ST_004,2019-12-03 05:46:09,28.1,60.3,2.7,2.1
WX_0362580,ST_004,2024-04-26 10:35:12,39.8,79.4,27.1,5.2
WX_0179739,ST_004,2025-07-23 14:29:39,35.9,40.3,7.1,3.7
WX_0040724,ST_004,2026-09-29 10:22:20,6.6,13.8,0.3,6.2
WX_0178402,ST_004,2023-07-04 17:32:26,19.8,13.1,17.9,1.4
WX_0403179,ST_004,2026-07-16 12:24:35,22.0,91.1,23.8,3.2
WX_0189302,ST_004,2020-07-09 02:03:02,7.8,60.3,28.4,7.9
WX_0084007,ST_004,2022-09-02 05:06:21,25.4,53.0,15.8,11.4
WX_0437959,ST_004,2022-02-21 09:40:56,31.2,98.6,7.9,13.8
WX_0104400,ST_004,2019-06-08 01:35:58,37.5,68.6,13.7,7.1
WX_0077430,ST_004,2026-04-08 19:32:41,3.9,93.8,10.3,5.7
WX_0371905,ST_004,2024-01-28 10:58:01,39.9,47.1,1.0,3.5
WX_0546374,ST_004,2024-11-08 13:14:35,20.5,50.8,10.2,4.5
WX_0571720,ST_004,2020-03-29 14:49:07,12.6,89.6,26.7,2.7
WX_0093144,ST_004,2019-06-09 15:47:00,17.6,24.2,9.5,1.3
WX_0403643,ST_004,2026-01-24 19:31:45,25.5,92.8,27.6,11.6
WX_0233627,ST_004,2022-01-22 09:42:29,18.4,49.9,13.4,7.7
WX_0364875,ST_004,2019-01-09 20:37:22,19.3,98.5,27.4,3.6
WX_0059146,ST_004,2023-01-21 20:55:28,22.9,47.1,14.1,5.7
WX_0536517,ST_004,2023-12-13 00:21:05,17.8,29.2,16.8,11.5
WX_0405494,ST_004,2020-04-20 08:56:19,8.0,32.6,11.6,10.5
WX_0311560,ST_004,2023-09-01 17:30:28,14.5,70.5,14.3,6.1
WX_0050570,ST_004,2021-05-12 12:21:13,20.4,19.8,1.8,4.1
WX_0150179,ST_004,2023-07-16 20:43:20,20.6,77.8,21.1,11.8
WX_0536102,ST_004,2022-12-30 23:42:31,38.5,14.2,11.8,7.0
WX_0099661,ST_004,2020-07-06 10:45:09,27.1,91.5,1.4,12.5
WX_0595397,ST_004,2022-12-30 12:28:54,2.1,81.3,27.2,0.1
WX_0340689,ST_004,2024-03-29 16:04:57,30.3,47.4,16.3,4.5
WX_0237401,ST_004,2020-05-29 11:29:46,28.3,57.2,6.5,12.0
WX_0432473,ST_004,2023-04-07 10:11:59,19.1,75.1,4.4,2.2
WX_0085925,ST_004,2022-07-08 23:48:15,27.3,72.8,0.1,11.6
WX_0204999,ST_004,2020-07-31 00:30:58,3.8,23.0,28.0,2.8
WX_0335788,ST_004,2022-05-11 15:46:36,24.2,78.0,5.1,12.2
WX_0053634,ST_004,2025-05-25 14:12:47,17.5,19.4,29.5,0.7
WX_0470589,ST_004,2019-02-08 02:52:02,27.8,18.2,26.7,10.0
WX_0390325,ST_004,2025-02-16 17:32:42,26.2,70.2,5.7,11.6
WX_0418134,ST_004,2025-06-27 19:11:27,15.5,38.3,0.6,3.1
WX_0108324,ST_004,2020-09-29 14:54:38,13.9,74.1,26.1,3.0
WX_0272599,ST_004,2019-05-11 00:18:51,4.4,24.5,6.8,5.8
WX_0038935,ST_004,2021-04-09 04:58:25,10.6,75.8,4.2,5.1
WX_0297517,ST_004,2026-11-28 14:41:25,38.1,46.9,18.2,11.3
WX_0247749,ST_004,2025-07-11 08:03:12,20.4,30.6,7.9,11.4
WX_0031497,ST_004,2021-02-20 00:57:56,27.1,89.6,1.5,9.3
WX_0301365,ST_004,2024-07-16 20:31:06,16.3,67.7,18.1,13.7
WX_0312004,ST_004,2023-10-22 15:44:34,8.7,93.7,0.8,9.3
WX_0520029,ST_004,2025-01-06 06:18:36,15.6,93.0,8.6,10.3
WX_0423240,ST_004,2026-03-31 03:00:43,40.0,87.8,21.4,14.1
WX_0061016,ST_004,2022-03-19 05:46:50,4.0,39.3,29.0,6.1
WX_0530439,ST_004,2022-09-22 00:28:33,29.4,61.3,3.0,4.1
WX_0579706,ST_004,2025-09-15 15:37:07,7.3,67.4,25.2,4.1
WX_0448628,ST_004,2026-09-15 23:03:09,4.3,89.1,21.0,14.7
WX_0050343,ST_004,2020-02-17 08:06:36,5.6,86.0,0.4,10.6
WX_0041656,ST_004,2026-09-18 12:47:32,12.5,32.0,22.0,2.9
WX_0227220,ST_004,2026-03-27 09:15:37,36.4,16.5,26.2,12.2
WX_0399964,ST_004,2024-08-17 17:46:35,10.1,54.2,0.6,9.0
WX_0386306,ST_004,2026-04-21 16:29:21,34.5,77.8,17.7,14.5
WX_0296549,ST_004,2022-03-13 16:14:39,38.4,96.4,12.5,13.6
WX_0301289,ST_004,2020-11-27 12:10:18,7.1,85.7,22.0,13.9
WX_0462951,ST_004,2019-11-18 23:57:20,26.8,65.3,0.1,4.7
WX_0051655,ST_004,2021-02-12 21:02:43,14.0,87.2,24.1,13.4
WX_0392704,ST_004,2021-03-14 01:11:20,32.5,35.4,23.5,3.0
WX_0590768,ST_004,2021-01-08 20:32:16,17.1,83.7,7.9,8.0
WX_0199166,ST_004,2022-09-21 13:53:47,2.4,77.9,19.0,12.8
WX_0320725,ST_004,2020-07-23 11:32:03,13.9,28.9,4.7,9.7
WX_0478552,ST_004,2019-07-17 02:13:33,32.4,21.3,16.8,3.0
WX_0327661,ST_004,2025-01-31 20:43:23,18.3,51.7,22.3,14.2
WX_0059090,ST_004,2023-09-03 08:24:41,9.7,68.4,21.8,2.6
WX_0581184,ST_004,2019-08-12 05:59:39,35.1,26.3,9.1,8.6
WX_0119655,ST_004,2019-07-05 06:43:55,25.5,63.8,3.0,11.7
WX_0184592,ST_004,2025-06-26 01:55:13,25.3,91.0,20.8,1.2
WX_0000481,ST_004,2019-11-07 12:54:52,8.1,50.5,16.3,11.6
WX_0416016,ST_004,2023-10-15 19:01:39,20.9,16.5,24.1,7.0
WX_0136700,ST_004,2024-10-13 21:57:56,28.8,73.3,20.2,7.5
WX_0126951,ST_004,2026-09-27 11:08:52,19.9,27.8,13.3,10.7
WX_0387405,ST_004,2026-09-11 15:18:50,37.8,62.9,9.5,3.5
WX_0270636,ST_004,2022-05-20 12:27:50,16.9,25.2,13.0,8.6
WX_0152317,ST_004,2026-11-17 17:33:37,13.7,92.3,15.1,11.1
WX_0506997,ST_004,2022-06-09 11:50:12,25.5,30.9,16.3,13.2
WX_0595536,ST_004,2019-09-22 22:24:48,12.0,90.2,17.4,10.1
WX_0573547,ST_004,2023-11-11 19:13:12,29.1,64.2,9.1,1.2
WX_0109762,ST_004,2023-01-13 10:39:13,9.6,59.3,2.2,1.3
WX_0288382,ST_004,2026-12-17 05:41:13,16.6,29.2,19.2,12.3
WX_0598707,ST_004,2026-02-25 17:13:27,16.6,20.2,27.5,13.3
WX_0492336,ST_004,2020-02-14 23:06:30,20.8,60.9,4.1,9.6
WX_0270557,ST_004,2020-04-30 13:19:58,6.4,96.5,17.4,2.2
WX_0479483,ST_004,2022-01-01 04:05:12,39.7,82.7,5.3,1.3
WX_0048329,ST_004,2020-01-31 09:44:41,37.3,46.4,2.4,3.1
WX_0314822,ST_004,2025-10-04 01:25:56,28.6,61.8,29.3,10.0
WX_0126263,ST_004,2025-05-29 00:08:48,27.7,29.4,10.4,4.5
WX_0257982,ST_004,2023-08-30 21:07:51,8.8,24.3,24.4,8.0
WX_0181713,ST_004,2026-10-03 20:32:42,6.7,56.4,9.7,1.1
WX_0396126,ST_004,2025-03-10 16:31:53,26.9,65.6,14.8,1.9
WX_0532207,ST_004,2021-08-26 23:09:21,12.8,51.5,19.7,11.6
WX_0064072,ST_004,2025-04-20 00:23:53,20.8,59.2,19.9,2.0
WX_0403634,ST_004,2025-09-02 02:17:02,17.1,59.0,19.3,7.3
WX_0353320,ST_004,2019-03-24 01:47:46,3.2,20.6,11.4,3.5
WX_0474978,ST_004,2019-07-18 16:57:14,31.9,35.1,8.2,10.1
WX_0264702,ST_004,2021-03-07 16:28:43,34.7,85.7,10.4,11.2
WX_0072408,ST_004,2019-10-06 07:49:01,25.5,65.6,24.7,9.6
WX_0277078,ST_004,2024-08-30 18:34:52,11.6,56.3,2.6,7.4
WX_0000740,ST_004,2023-10-18 06:13:21,3.6,11.6,5.4,13.1
WX_0405976,ST_004,2020-05-09 16:38:04,24.1,26.2,6.0,11.5
WX_0420346,ST_004,2026-03-26 14:16:07,24.9,30.7,22.2,7.6
WX_0535295,ST_004,2019-08-22 02:03:56,20.8,81.0,25.2,11.8
WX_0279221,ST_004,2023-01-25 03:02:32,12.2,84.4,29.0,14.2
WX_0362342,ST_004,2024-06-18 05:26:54,35.5,91.7,20.5,7.3
WX_0389319,ST_004,2023-03-07 14:36:41,11.7,94.4,21.3,13.4
WX_0222850,ST_004,2019-05-05 13:32:50,37.1,27.4,8.7,11.8
WX_0393523,ST_004,2026-12-09 04:14:42,6.3,45.0,3.3,3.0
WX_0132838,ST_004,2021-04-01 10:57:29,22.2,77.2,14.7,2.9
WX_0138715,ST_004,2024-08-04 06:51:10,5.0,33.0,1.0,12.4
WX_0197250,ST_004,2024-05-08 02:13:15,17.1,37.4,11.7,6.7
WX_0248655,ST_004,2024-01-21 01:58:41,39.3,42.1,27.1,3.1
